		lda	nmf
n_topics_5	n_topic_1	['рентс', 'аттерсон', 'квентин', 'джекил', 'король', 'доктор', 'друг', 'изабелла', 'человек', 'мистер']	['орра', 'мост', 'сон', 'андреа', 'эбберлайн', 'поезд', 'доктор', 'джон', 'инженер', 'ощущать']
n_topics_5	n_topic_2	['питер', 'венди', 'мальчишка', 'дарлинг', 'ребенок', 'динь', 'мистер', 'миссис', 'окно', 'фея']	['смоллета', 'роман', 'хамфри', 'перигрин', 'герой', 'брамбл', 'пикль', 'траньон', 'джерри', 'брамбла']
n_topics_5	n_topic_3	['орра', 'фрэнк', 'человек', 'роман', 'время', 'оказываться', 'сэр', 'герой', 'рой', 'отец']	['квентин', 'изабелла', 'король', 'де', 'людовик', 'цыган', 'герцог', 'монастырь', 'карл', 'бургундский']
n_topics_5	n_topic_4	['труд', 'броудить', 'мэри', 'книга', 'отец', 'капитал', 'время', 'человек', 'плата', 'ф']	['венди', 'питер', 'дарлинг', 'мальчишка', 'динь', 'фея', 'крюк', 'пэн', 'пират', 'остров']
n_topics_5	n_topic_5	['мэнсон', 'мэнсона', 'врач', 'седрик', 'рыцарь', 'де', 'ревекка', 'айвенго', 'буагильбер', 'ричард']	['фрэнк', 'осбальдистон', 'рой', 'робин', 'оуэн', 'роба', 'диана', 'моррис', 'гора', 'глазго']
n_topics_6	n_topic_1	['рентс', 'орра', 'аттерсон', 'квентин', 'доктор', 'джекил', 'человек', 'король', 'друг', 'изабелла']	['орра', 'мост', 'сон', 'андреа', 'эбберлайн', 'поезд', 'доктор', 'джон', 'инженер', 'ощущать']
n_topics_6	n_topic_2	['питер', 'венди', 'мальчишка', 'дарлинг', 'ребенок', 'динь', 'мистер', 'миссис', 'фея', 'пэн']	['смоллета', 'роман', 'хамфри', 'перигрин', 'герой', 'брамбл', 'пикль', 'траньон', 'джерри', 'брамбла']
n_topics_6	n_topic_3	['фрэнк', 'роман', 'сэр', 'время', 'человек', 'рой', 'оказываться', 'герой', 'смоллета', 'отец']	['квентин', 'изабелла', 'король', 'де', 'людовик', 'цыган', 'герцог', 'монастырь', 'карл', 'бургундский']
n_topics_6	n_topic_4	['труд', 'броудить', 'мэри', 'капитал', 'книга', 'плата', 'цена', 'дэнис', 'человек', 'общество']	['венди', 'питер', 'дарлинг', 'мальчишка', 'динь', 'фея', 'крюк', 'пэн', 'пират', 'остров']
n_topics_6	n_topic_5	['мэнсон', 'мэнсона', 'врач', 'седрик', 'рыцарь', 'де', 'ревекка', 'айвенго', 'буагильбер', 'ричард']	['фрэнк', 'осбальдистон', 'рой', 'робин', 'оуэн', 'роба', 'диана', 'моррис', 'гора', 'глазго']
n_topics_6	n_topic_6	['ф', 'отец', 'пол', 'ребенок', 'убивать', 'книга', 'лишь', 'время', 'путь', 'оказываться']	['рентс', 'дохлый', 'картошка', 'франко', 'героин', 'наркотик', 'ломка', 'томми', 'приятель', 'считать']
n_topics_7	n_topic_1	['орра', 'рентс', 'аттерсон', 'доктор', 'квентин', 'джекил', 'человек', 'король', 'друг', 'мост']	['броудить', 'мэри', 'дэнис', 'несси', 'нэнси', 'дом', 'стипендия', 'дочь', 'маргарет', 'мэтью']
n_topics_7	n_topic_2	['питер', 'венди', 'мальчишка', 'дарлинг', 'ребенок', 'динь', 'мистер', 'миссис', 'окно', 'фея']	['смоллета', 'роман', 'хамфри', 'перигрин', 'герой', 'брамбл', 'пикль', 'траньон', 'джерри', 'брамбла']
n_topics_7	n_topic_3	['фрэнк', 'роман', 'сэр', 'время', 'рой', 'человек', 'герой', 'оказываться', 'смоллета', 'отец']	['квентин', 'изабелла', 'король', 'де', 'людовик', 'цыган', 'герцог', 'монастырь', 'карл', 'бургундский']
n_topics_7	n_topic_4	['труд', 'броудить', 'мэри', 'капитал', 'книга', 'плата', 'цена', 'дэнис', 'общество', 'человек']	['венди', 'питер', 'дарлинг', 'мальчишка', 'динь', 'фея', 'крюк', 'пэн', 'пират', 'остров']
n_topics_7	n_topic_5	['мэнсон', 'мэнсона', 'врач', 'седрик', 'рыцарь', 'де', 'ревекка', 'айвенго', 'буагильбер', 'ричард']	['фрэнк', 'осбальдистон', 'рой', 'робин', 'оуэн', 'роба', 'диана', 'моррис', 'гора', 'глазго']
n_topics_7	n_topic_6	['ф', 'отец', 'пол', 'ребенок', 'убивать', 'книга', 'лишь', 'мужской', 'время', 'ловушка']	['рентс', 'дохлый', 'картошка', 'франко', 'героин', 'наркотик', 'ломка', 'томми', 'приятель', 'считать']
n_topics_7	n_topic_7	['король', 'орра', 'квентин', 'изабелла', 'де', 'время', 'девушка', 'знать', 'происходить', 'мэнсон']	['орра', 'мост', 'сон', 'андреа', 'эбберлайн', 'поезд', 'доктор', 'джон', 'инженер', 'ощущать']
n_topics_8	n_topic_1	['орра', 'рентс', 'аттерсон', 'доктор', 'квентин', 'джекил', 'человек', 'король', 'друг', 'мост']	['броудить', 'мэри', 'дэнис', 'несси', 'нэнси', 'дом', 'стипендия', 'дочь', 'маргарет', 'мэтью']
